SNP	gene	p.value	FDR	q.value
YCL022C	YCK3	0.000100230997032425	0.0301807413795758	0.0274069347225971
UBP5	SKS1	0.000100417880237595	0.0302202951597286	0.0274428532527964
RFC4	SIP2	0.000101255003217109	0.0303836413916325	0.0275911869023469
YGL226C	SIP2	0.00010256528478020401	0.030653323867787997	0.0278360838028855
YBR225W	KIN4	0.00010342047184087	0.0308232726687316	0.0279904132023878
YLR236C	RCK2	0.000105458520103723	0.0312580275296118	0.028385211260614
POL31	CTK2	0.00010567070192063	0.0312976764664948	0.0284212162020203
NJR006C	CTK2	0.00010567070192063	0.0312976764664948	0.0284212162020203
NBR043C	KIN4	0.000107474305833588	0.0316444045119947	0.0287360776823925
NBL002C	FUS3	0.000107544579428168	0.0316569226534489	0.0287474453251344
NGL041C	RIM11	0.000108959293813534	0.0319419160543034	0.029006245976693996
YGR017W	ALK1	0.000108989717005504	0.0319419160543034	0.029006245976693996
IRA2	SGV1	0.00011309577656851999	0.0327864069451936	0.0297731226557448
gCR02	GAL83	0.00011833622672710301	0.0338224957162721	0.0307139881221903
NNL035W	KCC4	0.000119700048768637	0.0340983503772266	0.0309644899435544
RFC5	ISR1	0.000121529721428622	0.0344540090108226	0.0312874612328246
VPH2	YPK1	0.000123166166819593	0.0347809576798756	0.0315843611902405
RPT5	PTK2	0.000124981478024409	0.0351430106989706	0.0319131391793449
NBR056W	ISR1	0.000125024203895466	0.0351517227337081	0.031921050521361
MCM7	KIN4	0.000128809443817828	0.0358657746649603	0.0325694764305275
SEC72	RCK2	0.000130566726302971	0.0361799455865486	0.0328547729986741
PCS60	KIN4	0.000132491685739188	0.0365543156664662	0.033194736030508
MCP2	RCK2	0.000135210770136209	0.0370568929860781	0.0336511232218769
DUR1,2	RIM11	0.000136485648559468	0.0372800097324274	0.033853734086395
NKL015C	YPK1	0.000136536448637578	0.0372872184111257	0.0338602802405812
YPQ1	SGV1	0.000138501945446001	0.0376751837227458	0.0342125890137976
NBR034W	MAD3	0.000140871732284093	0.0381335645560876	0.0346288416637737
NBR035W	MAD3	0.000140871732284093	0.0381335645560876	0.0346288416637737
PEX32	KSS1	0.000143272718933496	0.0386141519385915	0.0350652599364442
YBR139W	MAD3	0.00014376475815286202	0.0386997263348991	0.0351429694885069
ATP14	RCK2	0.000143936805357589	0.0387251454290893	0.0351660524024225
IRA1	KIN4	0.000144946867753082	0.038902493023077	0.0353271005977104
YLR232W	RCK2	0.00014523787476535	0.0389521618937843	0.0353722045757772
RCY1	CTK1	0.00014664035524520502	0.0392146164612976	0.035610537859543
RPB5	KSS1	0.00014687854724271298	0.0392502629214406	0.0356429081778842
YGL177W	SIP2	0.00014747198697363502	0.0393386124717101	0.0357231378291892
gBR07	KIN4	0.00015179753257500302	0.0401632000225061	0.0364719404147025
NBR034W	YAK1	0.00015436887030716498	0.0406102252882981	0.0368778811477291
NBR035W	YAK1	0.00015436887030716498	0.0406102252882981	0.0368778811477291
HAL9	SGV1	0.00015462176979516798	0.0406624623612431	0.0369253172935247
CAB1	GAL83	0.000155283164206366	0.0407833679217833	0.0370351108457656
GCD14	PTK2	0.00015803014602524499	0.0412885703890101	0.0374938819165897
BUD3	GAL83	0.00015806330955711598	0.0412954329185556	0.0375001137349842
NLR116W	RCK2	0.000160232873874837	0.0416695047136985	0.0378398058963565
ART5	KSS1	0.000162547980135361	0.0420287581475392	0.038166041600321
OM14	RIM11	0.000163848448796758	0.0422578007121242	0.0383740336617928
GRS1	RIM11	0.000164720446531522	0.0424091539703856	0.0385114765700716
YBR174C	KSS1	0.000167412826800935	0.0428247623386155	0.0388888878229957
PRR1	YPK1	0.000167464288152406	0.0428337619267087	0.0388970602903416
DOT6	SKS1	0.00016763661310438102	0.0428650199074151	0.0389254454590825
SBA1	YPK1	0.00016821508288015802	0.0429560622183444	0.0390081203888083
TRM10	SGV1	0.000173620722539317	0.0438380230899216	0.0398090233133322
YAP3	ELM1	0.000174174256038553	0.0439066311630571	0.0398713258577999
STE20	ELM1	0.000174174256038553	0.0439066311630571	0.0398713258577999
NML013W	GAL83	0.000175435172341445	0.0441204572315566	0.0400654999182595
YOL118C	SIP2	0.000179980613815741	0.0449145594089092	0.0407866189346565
PHO90	CKA2	0.00018544159840211	0.0457755482693419	0.0415684773124211
NOL019C	SIP2	0.000185504947618074	0.045780056113102006	0.0415725708559865
NOL020W	SIP2	0.000185504947618074	0.045780056113102006	0.0415725708559865
YBR226C	KIN4	0.000186571756829696	0.0459578857906475	0.041734056828213996
PYC2	SLI15	0.000187099799261123	0.046059531573805	0.041826360702025
SLX1	YAK1	0.000192894807829374	0.0470119117819098	0.0426912109675089
NER037W	CTK3	0.000194046049073695	0.0471963876459745	0.0428587322984373
YKL118W	YPK1	0.000194913506883498	0.0473387907227314	0.0429880476051717
NKL017W	YPK1	0.000194913506883498	0.0473387907227314	0.0429880476051717
NBR051C	RIM11	0.000194995734766455	0.0473503612045369	0.0429985546843573
NBR016C	PRK1	0.000197097957248742	0.0477012028833218	0.0433171517283295
YHL008C	ELM1	0.000198802150224021	0.0480008817957035	0.0435892881972813
YCL023C	GAL83	0.000200782788448654	0.0483193166621758	0.0438784568260119
SUN4	TOR2	0.000201178064873875	0.0483833246021669	0.0439365820195252
NBR056W	RIM11	0.000201491411464206	0.0484333918527354	0.0439820477637498
AGP2	KIN4	0.000202394805304932	0.0485822755241867	0.0441172480563273
NBR034W	KSS1	0.000204952002585997	0.0489968701699433	0.0444937387544743
NBR035W	KSS1	0.000204952002585997	0.0489968701699433	0.0444937387544743
YBR138C	MAD3	0.000209077632957156	0.0496135256463704	0.0450537195772186
MBB1	CKA2	0.000209094702224549	0.0496136432261133	0.0450538263506175
AGP1	YCK3	0.00020941688042075301	0.0496664684280309	0.0451017965725035
YBR225W	YAK1	0.000212450077480512	0.0501829786679707	0.0455708361580972
NJL020C	PTK2	0.000212749457319549	0.0502241316042724	0.0456082068715822
YLR235C	RCK2	0.00021603603293558602	0.0506940989824246	0.046034981187454006
SAK1	CKA1	0.000216204374197531	0.0507153818379189	0.0460543080099434
gER03	CTK3	0.000217639403511766	0.0509723875057669	0.0462876931834042
NNL035W	CTK3	0.000217713663346879	0.0509798664914505	0.0462944848016034
HRP1	SGV1	0.000223538962251211	0.0518719641553879	0.0471045928812631
MAK5	MAD3	0.00022387261887747402	0.0519305283350549	0.0471577746314736
YCL026C	GAL83	0.00022397197736700498	0.0519455255404082	0.0471713934959996
RED1	KSP1	0.00022469157745550898	0.0520479009156998	0.0472643599076766
BBC1	CTK2	0.00022588044844836002	0.05222980478560201	0.047429545627453995
YJL018W	CTK2	0.00022588044844836002	0.05222980478560201	0.047429545627453995
COG6	CMK2	0.000227023116614846	0.0524095391507249	0.0475927612340681
MBB1	CTK1	0.000227175138903019	0.0524385683324343	0.0476191224449526
NBR031C	KSS1	0.00022792746229297598	0.0525575147219336	0.0477271368867285
PHO90	CTK1	0.00022872830036612998	0.0526724139551541	0.047831476132240994
MUM2	NPR1	0.000231591067070431	0.0531059387003273	0.0482251571304033
AIM10	SKS1	0.000231659415456095	0.0531173276378365	0.0482354993503955
TAT1	NPR1	0.00023185041509175402	0.0531550148620372	0.0482697228732888
NBR031C	MAD3	0.00023258193405341498	0.0532676510941178	0.0483720071022019
IMG1	MAD3	0.000233278331232107	0.0533801789495087	0.0484741929149486
YJL118W	KCC4	0.00023390867229748798	0.0534917058214579	0.04857546974115
NBR031C	YAK1	0.000236839096465372	0.0539516524013339	0.0489931442353582
YJL119C	KCC4	0.00024126184999248102	0.0546270239265169	0.0496064447196438
PCS60	RIM11	0.00024133700076034502	0.0546353442074867	0.0496140003126143
RFC4	SGV1	0.000243179013485844	0.0549168956602268	0.0498696753535039
