SNP	BY	RM	1_1_d	1_3_d	1_4_d	1_5_c	2_2_d	2_3_d	2_4_a	2_5_d	3_1_d	3_3_d	3_4_d	3_5_d	4_1_c	4_3_d	4_4_d	5_1_d	5_2_d	5_3_d	5_4_d	5_5_d	6_1_d	6_2_b	6_3_c	6_4_d	6_5_d	6_6_d	6_7_d	7_1_d	7_2_c	7_3_d	7_4_c	7_5_d	7_6_c	7_7_c	7_8_d	8_1_a	8_2_d	8_3_a	8_4_c	8_5_b	8_6_c	8_7_b	9_1_d	9_2_d	9_3_d	9_4_d	9_5_d	9_6_d	9_7_d	10_1_c	10_2_d	10_3_c	10_4_d	11_1_a	11_2_d	11_3_b	12_1_d	12_2_b	13_1_a	13_2_c	13_3_b	13_4_a	13_5_c	14_1_b	14_2_c	14_5_b	14_6_d	14_7_c	15_2_d	15_3_b	15_5_b	16_1_d	17_1_a	17_2_d	17_4_a	17_5_b	18_1_d	18_2_d	18_3_d	19_1_c	19_5_b	20_1_d	20_2_d	20_3_c	20_4_c	20_5_d	21_1_d	21_3_d	21_4_d	21_5_c	22_1_d	22_2_d	22_3_b	22_4_d	22_5_d	23_3_d	23_4_d	23_5_d	24_1_d	25_1_d	25_3_d	25_4_d	26_1_d	26_2_d	26_3_d
gHR04	0	2	NA	0.0	0.0	NA	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2	2.0	0.0	0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
GRE3	0	2	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	NA	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2	2.0	0.0	0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
DMA1	0	2	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	2	2.0	0.0	0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0
YHR145C	0	2	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0	2.0	0.0	0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0
MTC6	0	2	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0	2.0	0.0	0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0
NHR019C	0	2	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	NA	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0	2.0	0.0	0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	NA	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0
PRP8	0	2	NA	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0	2.0	0.0	0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0
THP2	0	2	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0	2.0	0.0	0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0
MTG2	0	2	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0	2.0	0.0	0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0
YHR177W	0	2	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0
BAT1	0	2	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	NA	2	0.0	0.0	0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	NA	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0
NHR026C	0	2	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2	NA	0.0	0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0
NHR027C	0	2	0.0	NA	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	NA	NA	0.0	NA	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	NA	2.0	0.0	2	0.0	0.0	0	0.0	0.0	2.0	NA	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	2.0	0.0	2.0	2.0	2.0	0.0	NA	0.0	NA	NA	2.0
YHR210C	0	2	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	NA	2.0	0.0	2	0.0	0.0	0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	NA	0.0	2.0	0.0	2.0	2.0	0.0	2.0	NA	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	NA	2.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0
NIL022W	0	2	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0	2.0	0.0	2	2.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
YIL166C	0	2	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0	2.0	0.0	2	2.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
YIL165C	0	2	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0	2.0	0.0	2	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
SUC2	0	2	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	NA	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0	2.0	0.0	2	2.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	NA	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
BNR1	0	2	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0	2.0	0.0	2	2.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0
AIM20	0	2	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0	2.0	0.0	2	2.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0
COA1	0	2	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0	2.0	0.0	2	2.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0
MCM10	0	2	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0	2.0	2.0	0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0
RPL40A	0	2	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	NA	0.0	0.0	2.0	0.0	0.0	NA	2.0	NA	0.0	2.0	2.0	2.0	2.0	0.0	NA	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0	NA	2.0	0	2.0	0.0	2.0	NA	2.0	2.0	2.0	NA	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	NA	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	NA	2.0	2.0	0.0	0.0	0.0	0.0	NA	2.0	0.0	NA	NA	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0
ATG32	0	2	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0	2.0	2.0	0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0
PAN6	0	2	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0	2.0	2.0	0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0
NDC80	0	2	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0	2.0	2.0	0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0
CCT2	0	2	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0	2.0	2.0	0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0
AXL2	0	2	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0	2.0	2.0	0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0
REV7	0	2	NA	0.0	0.0	0.0	NA	2.0	2.0	0.0	NA	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0	2.0	2.0	0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	NA	0.0	0.0	0.0	2.0	0.0	NA	2.0
RPL16A	0	2	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	0	0.0	2.0	0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0
FKH1	0	2	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	0	0.0	2.0	0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0
